group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
bench atonce with size 2048,BLAKE3_STD,,,,11105.0,ns,4
bench atonce with size 2048,BLAKE3_STD,,,,21814.0,ns,8
bench atonce with size 2048,BLAKE3_STD,,,,32624.0,ns,12
bench atonce with size 2048,BLAKE3_STD,,,,43518.0,ns,16
bench atonce with size 2048,BLAKE3_STD,,,,73935.0,ns,20
bench atonce with size 2048,BLAKE3_STD,,,,120868.0,ns,24
bench atonce with size 2048,BLAKE3_STD,,,,108044.0,ns,28
bench atonce with size 2048,BLAKE3_STD,,,,87255.0,ns,32
bench atonce with size 2048,BLAKE3_STD,,,,139898.0,ns,36
bench atonce with size 2048,BLAKE3_STD,,,,197428.0,ns,40
bench atonce with size 2048,BLAKE3_STD,,,,137461.0,ns,44
bench atonce with size 2048,BLAKE3_STD,,,,130586.0,ns,48
bench atonce with size 2048,BLAKE3_STD,,,,141354.0,ns,52
bench atonce with size 2048,BLAKE3_STD,,,,152243.0,ns,56
bench atonce with size 2048,BLAKE3_STD,,,,163037.0,ns,60
bench atonce with size 2048,BLAKE3_STD,,,,173865.0,ns,64
bench atonce with size 2048,BLAKE3_STD,,,,184804.0,ns,68
bench atonce with size 2048,BLAKE3_STD,,,,195697.0,ns,72
bench atonce with size 2048,BLAKE3_STD,,,,327975.0,ns,76
bench atonce with size 2048,BLAKE3_STD,,,,358404.0,ns,80
bench atonce with size 2048,BLAKE3_STD,,,,230509.0,ns,84
bench atonce with size 2048,BLAKE3_STD,,,,241094.0,ns,88
bench atonce with size 2048,BLAKE3_STD,,,,272215.0,ns,92
bench atonce with size 2048,BLAKE3_STD,,,,422995.0,ns,96
bench atonce with size 2048,BLAKE3_STD,,,,273935.0,ns,100
bench atonce with size 2048,BLAKE3_STD,,,,284658.0,ns,104
bench atonce with size 2048,BLAKE3_STD,,,,331346.0,ns,108
bench atonce with size 2048,BLAKE3_STD,,,,343669.0,ns,112
bench atonce with size 2048,BLAKE3_STD,,,,317096.0,ns,116
bench atonce with size 2048,BLAKE3_STD,,,,350066.0,ns,120
bench atonce with size 2048,BLAKE3_STD,,,,480136.0,ns,124
bench atonce with size 2048,BLAKE3_STD,,,,403846.0,ns,128
bench atonce with size 2048,BLAKE3_STD,,,,564139.0,ns,132
bench atonce with size 2048,BLAKE3_STD,,,,369527.0,ns,136
bench atonce with size 2048,BLAKE3_STD,,,,422867.0,ns,140
bench atonce with size 2048,BLAKE3_STD,,,,536178.0,ns,144
bench atonce with size 2048,BLAKE3_STD,,,,561593.0,ns,148
