group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
bench atonce with size 4096,SHA384,,,,19423.0,ns,2
bench atonce with size 4096,SHA384,,,,38180.0,ns,4
bench atonce with size 4096,SHA384,,,,57172.0,ns,6
bench atonce with size 4096,SHA384,,,,117382.0,ns,8
bench atonce with size 4096,SHA384,,,,129766.0,ns,10
bench atonce with size 4096,SHA384,,,,115166.0,ns,12
bench atonce with size 4096,SHA384,,,,218419.0,ns,14
bench atonce with size 4096,SHA384,,,,189187.0,ns,16
bench atonce with size 4096,SHA384,,,,171371.0,ns,18
bench atonce with size 4096,SHA384,,,,190267.0,ns,20
bench atonce with size 4096,SHA384,,,,209334.0,ns,22
bench atonce with size 4096,SHA384,,,,228424.0,ns,24
bench atonce with size 4096,SHA384,,,,247332.0,ns,26
bench atonce with size 4096,SHA384,,,,339154.0,ns,28
bench atonce with size 4096,SHA384,,,,507707.0,ns,30
bench atonce with size 4096,SHA384,,,,309614.0,ns,32
bench atonce with size 4096,SHA384,,,,328171.0,ns,34
bench atonce with size 4096,SHA384,,,,445923.0,ns,36
bench atonce with size 4096,SHA384,,,,382979.0,ns,38
bench atonce with size 4096,SHA384,,,,382782.0,ns,40
bench atonce with size 4096,SHA384,,,,403349.0,ns,42
bench atonce with size 4096,SHA384,,,,423039.0,ns,44
bench atonce with size 4096,SHA384,,,,503950.0,ns,46
bench atonce with size 4096,SHA384,,,,557118.0,ns,48
bench atonce with size 4096,SHA384,,,,744728.0,ns,50
bench atonce with size 4096,SHA384,,,,566764.0,ns,52
bench atonce with size 4096,SHA384,,,,663856.0,ns,54
bench atonce with size 4096,SHA384,,,,830933.0,ns,56
bench atonce with size 4096,SHA384,,,,936994.0,ns,58
bench atonce with size 4096,SHA384,,,,570912.0,ns,60
bench atonce with size 4096,SHA384,,,,589850.0,ns,62
bench atonce with size 4096,SHA384,,,,609066.0,ns,64
bench atonce with size 4096,SHA384,,,,647259.0,ns,66
bench atonce with size 4096,SHA384,,,,766599.0,ns,68
bench atonce with size 4096,SHA384,,,,962821.0,ns,70
bench atonce with size 4096,SHA384,,,,741488.0,ns,72
bench atonce with size 4096,SHA384,,,,723033.0,ns,74
bench atonce with size 4096,SHA384,,,,933576.0,ns,76
bench atonce with size 4096,SHA384,,,,977171.0,ns,78
bench atonce with size 4096,SHA384,,,,781690.0,ns,80
bench atonce with size 4096,SHA384,,,,801533.0,ns,82
bench atonce with size 4096,SHA384,,,,823184.0,ns,84
bench atonce with size 4096,SHA384,,,,840566.0,ns,86
bench atonce with size 4096,SHA384,,,,860013.0,ns,88
bench atonce with size 4096,SHA384,,,,881339.0,ns,90
bench atonce with size 4096,SHA384,,,,899009.0,ns,92
bench atonce with size 4096,SHA384,,,,918545.0,ns,94
