group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
bench atonce with size 8192,BLAKE2B,,,,10122.0,ns,1
bench atonce with size 8192,BLAKE2B,,,,19769.0,ns,2
bench atonce with size 8192,BLAKE2B,,,,29902.0,ns,3
bench atonce with size 8192,BLAKE2B,,,,39588.0,ns,4
bench atonce with size 8192,BLAKE2B,,,,69070.0,ns,5
bench atonce with size 8192,BLAKE2B,,,,97435.0,ns,6
bench atonce with size 8192,BLAKE2B,,,,86977.0,ns,7
bench atonce with size 8192,BLAKE2B,,,,79851.0,ns,8
bench atonce with size 8192,BLAKE2B,,,,128935.0,ns,9
bench atonce with size 8192,BLAKE2B,,,,194098.0,ns,10
bench atonce with size 8192,BLAKE2B,,,,164564.0,ns,11
bench atonce with size 8192,BLAKE2B,,,,118731.0,ns,12
bench atonce with size 8192,BLAKE2B,,,,127319.0,ns,13
bench atonce with size 8192,BLAKE2B,,,,137076.0,ns,14
bench atonce with size 8192,BLAKE2B,,,,147025.0,ns,15
bench atonce with size 8192,BLAKE2B,,,,156691.0,ns,16
bench atonce with size 8192,BLAKE2B,,,,166506.0,ns,17
bench atonce with size 8192,BLAKE2B,,,,176273.0,ns,18
bench atonce with size 8192,BLAKE2B,,,,186027.0,ns,19
bench atonce with size 8192,BLAKE2B,,,,292871.0,ns,20
bench atonce with size 8192,BLAKE2B,,,,404534.0,ns,21
bench atonce with size 8192,BLAKE2B,,,,292152.0,ns,22
bench atonce with size 8192,BLAKE2B,,,,286866.0,ns,23
bench atonce with size 8192,BLAKE2B,,,,340815.0,ns,24
bench atonce with size 8192,BLAKE2B,,,,309975.0,ns,25
bench atonce with size 8192,BLAKE2B,,,,316568.0,ns,26
bench atonce with size 8192,BLAKE2B,,,,271388.0,ns,27
bench atonce with size 8192,BLAKE2B,,,,338795.0,ns,28
bench atonce with size 8192,BLAKE2B,,,,382868.0,ns,29
bench atonce with size 8192,BLAKE2B,,,,299329.0,ns,30
bench atonce with size 8192,BLAKE2B,,,,366330.0,ns,31
bench atonce with size 8192,BLAKE2B,,,,327831.0,ns,32
bench atonce with size 8192,BLAKE2B,,,,384596.0,ns,33
bench atonce with size 8192,BLAKE2B,,,,511637.0,ns,34
bench atonce with size 8192,BLAKE2B,,,,515241.0,ns,35
bench atonce with size 8192,BLAKE2B,,,,626529.0,ns,36
bench atonce with size 8192,BLAKE2B,,,,555149.0,ns,37
bench atonce with size 8192,BLAKE2B,,,,537027.0,ns,38
bench atonce with size 8192,BLAKE2B,,,,454464.0,ns,39
bench atonce with size 8192,BLAKE2B,,,,402350.0,ns,40
bench atonce with size 8192,BLAKE2B,,,,412594.0,ns,41
bench atonce with size 8192,BLAKE2B,,,,422317.0,ns,42
bench atonce with size 8192,BLAKE2B,,,,432619.0,ns,43
bench atonce with size 8192,BLAKE2B,,,,442613.0,ns,44
bench atonce with size 8192,BLAKE2B,,,,452380.0,ns,45
bench atonce with size 8192,BLAKE2B,,,,462848.0,ns,46
bench atonce with size 8192,BLAKE2B,,,,472730.0,ns,47
bench atonce with size 8192,BLAKE2B,,,,484168.0,ns,48
bench atonce with size 8192,BLAKE2B,,,,495189.0,ns,49
bench atonce with size 8192,BLAKE2B,,,,502908.0,ns,50
bench atonce with size 8192,BLAKE2B,,,,512917.0,ns,51
bench atonce with size 8192,BLAKE2B,,,,522984.0,ns,52
bench atonce with size 8192,BLAKE2B,,,,534688.0,ns,53
bench atonce with size 8192,BLAKE2B,,,,543148.0,ns,54
bench atonce with size 8192,BLAKE2B,,,,553170.0,ns,55
bench atonce with size 8192,BLAKE2B,,,,563074.0,ns,56
bench atonce with size 8192,BLAKE2B,,,,573380.0,ns,57
bench atonce with size 8192,BLAKE2B,,,,730384.0,ns,58
bench atonce with size 8192,BLAKE2B,,,,621826.0,ns,59
bench atonce with size 8192,BLAKE2B,,,,603352.0,ns,60
bench atonce with size 8192,BLAKE2B,,,,613419.0,ns,61
bench atonce with size 8192,BLAKE2B,,,,623448.0,ns,62
bench atonce with size 8192,BLAKE2B,,,,633511.0,ns,63
bench atonce with size 8192,BLAKE2B,,,,643617.0,ns,64
bench atonce with size 8192,BLAKE2B,,,,653535.0,ns,65
bench atonce with size 8192,BLAKE2B,,,,663917.0,ns,66
bench atonce with size 8192,BLAKE2B,,,,673862.0,ns,67
bench atonce with size 8192,BLAKE2B,,,,732897.0,ns,68
bench atonce with size 8192,BLAKE2B,,,,705171.0,ns,69
bench atonce with size 8192,BLAKE2B,,,,914879.0,ns,70
bench atonce with size 8192,BLAKE2B,,,,862224.0,ns,71
bench atonce with size 8192,BLAKE2B,,,,746306.0,ns,72
bench atonce with size 8192,BLAKE2B,,,,744986.0,ns,73
bench atonce with size 8192,BLAKE2B,,,,728153.0,ns,74
bench atonce with size 8192,BLAKE2B,,,,734656.0,ns,75
bench atonce with size 8192,BLAKE2B,,,,745911.0,ns,76
bench atonce with size 8192,BLAKE2B,,,,754247.0,ns,77
bench atonce with size 8192,BLAKE2B,,,,809947.0,ns,78
bench atonce with size 8192,BLAKE2B,,,,852973.0,ns,79
bench atonce with size 8192,BLAKE2B,,,,783097.0,ns,80
bench atonce with size 8192,BLAKE2B,,,,792781.0,ns,81
bench atonce with size 8192,BLAKE2B,,,,1027263.0,ns,82
bench atonce with size 8192,BLAKE2B,,,,815284.0,ns,83
bench atonce with size 8192,BLAKE2B,,,,823499.0,ns,84
bench atonce with size 8192,BLAKE2B,,,,833098.0,ns,85
bench atonce with size 8192,BLAKE2B,,,,842647.0,ns,86
bench atonce with size 8192,BLAKE2B,,,,852553.0,ns,87
bench atonce with size 8192,BLAKE2B,,,,862350.0,ns,88
bench atonce with size 8192,BLAKE2B,,,,872306.0,ns,89
bench atonce with size 8192,BLAKE2B,,,,910330.0,ns,90
bench atonce with size 8192,BLAKE2B,,,,928250.0,ns,91
bench atonce with size 8192,BLAKE2B,,,,1096543.0,ns,92
bench atonce with size 8192,BLAKE2B,,,,913634.0,ns,93
bench atonce with size 8192,BLAKE2B,,,,922558.0,ns,94
bench atonce with size 8192,BLAKE2B,,,,930932.0,ns,95
bench atonce with size 8192,BLAKE2B,,,,941045.0,ns,96
bench atonce with size 8192,BLAKE2B,,,,950548.0,ns,97
bench atonce with size 8192,BLAKE2B,,,,960428.0,ns,98
bench atonce with size 8192,BLAKE2B,,,,970046.0,ns,99
bench atonce with size 8192,BLAKE2B,,,,979980.0,ns,100
bench atonce with size 8192,BLAKE2B,,,,1064352.0,ns,101
bench atonce with size 8192,BLAKE2B,,,,999788.0,ns,102
bench atonce with size 8192,BLAKE2B,,,,1009659.0,ns,103
bench atonce with size 8192,BLAKE2B,,,,1020367.0,ns,104
bench atonce with size 8192,BLAKE2B,,,,1104252.0,ns,105
bench atonce with size 8192,BLAKE2B,,,,1038960.0,ns,106
bench atonce with size 8192,BLAKE2B,,,,1125334.0,ns,107
bench atonce with size 8192,BLAKE2B,,,,1096277.0,ns,108
bench atonce with size 8192,BLAKE2B,,,,1363185.0,ns,109
bench atonce with size 8192,BLAKE2B,,,,1078195.0,ns,110
bench atonce with size 8192,BLAKE2B,,,,1087869.0,ns,111
bench atonce with size 8192,BLAKE2B,,,,1100639.0,ns,112
bench atonce with size 8192,BLAKE2B,,,,1107519.0,ns,113
bench atonce with size 8192,BLAKE2B,,,,1117335.0,ns,114
bench atonce with size 8192,BLAKE2B,,,,1129133.0,ns,115
bench atonce with size 8192,BLAKE2B,,,,1138400.0,ns,116
bench atonce with size 8192,BLAKE2B,,,,1146583.0,ns,117
bench atonce with size 8192,BLAKE2B,,,,1156492.0,ns,118
bench atonce with size 8192,BLAKE2B,,,,1245286.0,ns,119
bench atonce with size 8192,BLAKE2B,,,,1211952.0,ns,120
bench atonce with size 8192,BLAKE2B,,,,1185759.0,ns,121
bench atonce with size 8192,BLAKE2B,,,,1195652.0,ns,122
bench atonce with size 8192,BLAKE2B,,,,1205526.0,ns,123
bench atonce with size 8192,BLAKE2B,,,,1219159.0,ns,124
bench atonce with size 8192,BLAKE2B,,,,1225016.0,ns,125
bench atonce with size 8192,BLAKE2B,,,,1235089.0,ns,126
bench atonce with size 8192,BLAKE2B,,,,1244847.0,ns,127
bench atonce with size 8192,BLAKE2B,,,,1255412.0,ns,128
bench atonce with size 8192,BLAKE2B,,,,1264726.0,ns,129
bench atonce with size 8192,BLAKE2B,,,,1350382.0,ns,130
bench atonce with size 8192,BLAKE2B,,,,1284132.0,ns,131
bench atonce with size 8192,BLAKE2B,,,,1294844.0,ns,132
bench atonce with size 8192,BLAKE2B,,,,1339734.0,ns,133
bench atonce with size 8192,BLAKE2B,,,,1313239.0,ns,134
bench atonce with size 8192,BLAKE2B,,,,1322961.0,ns,135
bench atonce with size 8192,BLAKE2B,,,,1332566.0,ns,136
bench atonce with size 8192,BLAKE2B,,,,1346590.0,ns,137
bench atonce with size 8192,BLAKE2B,,,,1457085.0,ns,138
bench atonce with size 8192,BLAKE2B,,,,1363815.0,ns,139
bench atonce with size 8192,BLAKE2B,,,,1372268.0,ns,140
bench atonce with size 8192,BLAKE2B,,,,1381996.0,ns,141
bench atonce with size 8192,BLAKE2B,,,,1430567.0,ns,142
bench atonce with size 8192,BLAKE2B,,,,1401677.0,ns,143
bench atonce with size 8192,BLAKE2B,,,,1413550.0,ns,144
bench atonce with size 8192,BLAKE2B,,,,1424315.0,ns,145
bench atonce with size 8192,BLAKE2B,,,,1513810.0,ns,146
bench atonce with size 8192,BLAKE2B,,,,1443204.0,ns,147
